delta
1501.0042196634267
3897.8074550983565
134.79675969396703
1227.1902145589065
1416.3007604352606
201.0401732238861
384.2352662931371
2257.997814261782
199.31942477674602
-289.04781830554566
521.1036379047473
685.2799062601771
4912.665352958171
1306.2575906965612
998.4289707033859
1537.0748996489856
-140.397003437105
475.57520849105276
2895.1869853587486
260.1316096351002
2372.196422280984
126.5845841075643
-665.0857750961295
-203.10000601414504
487.77838034467277
-331.6290693278279
-1051.5680715062626
147.56826804883895
353.564617255186
490.1558386098768
-22.45358931858209
5142.100042496146
270.9003628563951
430.20042710270354
3493.1654419632905
301.92506240344665
2433.6760803213256
29.598564254243684
307.90905517888314
1067.0546008533202
356.3399321591278
330.933866535539
956.5916286094216
-201.71573940905364
808.6050266061284
2263.1009664924422
5411.036342697458
577.316731973704
218.55073753944453
1988.0790096334895
931.1449444852333
2446.8549927824206
371.2415857617889
-196.33043404600176
1538.8067567730905
858.7074174087029
1005.7093119436322
3315.9442445702443
-89.72546535644506
650.16173180443
1656.0021143449558
5973.452142085749
1354.0160485516535
-125.7181979586021
