E_ele,M_ele
0.10414366600078188,0.012195121949732303
0.10488445945695636,0.012195121949732303
0.1765574701471062,0.012195121949732303
0.10485387372524566,0.012195121949732303
0.22744720293029236,0.012345679010821523
0.17655582877169876,0.012195121949732303
0.02430945406400325,0.012195121949732303
0.0867388455342765,0.012195121949732303
0.17655783048417267,0.012195121949732303
0.02430935970851239,0.012195121949732303
0.015725666385870068,0.012195121949732303
0.02054054928268573,0.012195121949732303
0.07863976022520132,0.01639344262026337
0.011470268632602662,0.012195121949732303
0.0058150472557708085,0.012195121949732303
0.05464098839062134,0.012345679010821523
0.11708235251621657,0.012195121949732303
0.05028396972083952,0.012195121949732303
0.07160387117594995,0.012195121949732303
0.11855712343034248,0.012195121949732303
0.08673393803733413,0.012195121949732303
0.01829307930530855,0.012195121949732303
0.011884238934774045,0.012195121949732303
0.018294121095261785,0.012195121949732303
0.011884854826067924,0.012195121949732303
0.018295435761380194,0.012195121949732303
0.011885709422500041,0.012195121949732303
0.003728267635930017,0.012195121949732303
0.01188806165818134,0.012195121949732303
0.011889748254057355,0.0124999999984375
0.003730384600305639,0.01515151514921947
0.17681310174049578,0.03333333332222222
0.10512290915316473,0.012195121949732303
0.15099594715410458,0.012195121949732303
0.08111320363715983,0.0124999999984375
0.11849840914296692,0.012195121949732303
0.06534857760713626,0.012195121949732303
0.002694210867075457,0.012195121949732303
0.10515449951022937,0.012195121949732303
0.003557416761591116,0.012195121949732303
0.024042965348510543,0.012195121949732303
0.008438922466090595,0.012195121949732303
0.05151744646037479,0.012195121949732303
0.013361276175042009,0.012345679010821523
0.06693876884426746,0.013333333331555557
0.02471851750295699,0.0
0.08677909152508723,0.0
0.008318027527013992,0.0
0.0275125364367039,0.0
0.0867791329116255,0.0
0.10420317505300185,0.0
0.08677931892711425,0.0
0.10420338183747994,0.0
0.08677933726381848,0.0
0.08677978705353538,0.0
0.10420424683626556,0.0
0.08678148178647033,0.0
0.1042062016459296,0.0
0.07798284424085315,0.0
0.0915642098017379,0.0
0.07798406879995518,0.0
0.09156623834569819,0.0
0.06152494433431125,0.0
0.020442164524911745,0.0
