delta
2009.2854323401089
747.4431060001652
384.54279955179936
2909.1258509791096
-81.09329912034991
181.44731602854517
1328.157259940157
700.7925063078656
-1080.8963843873335
3522.9269150939363
365.7559180846638
1099.9892669071123
-8.490243240361451
2271.540696543536
109.37734490308503
1981.1190188415712
1357.6380679490103
-46.145610116534954
-241.00093821568953
338.93786011002885
137.26023317166255
279.7951456479386
57.51571999896623
0.48460149719539913
21.03693064054096
1477.5005542834006
276.56120736166486
43.557046666031965
414.2368699111503
1318.4857991727404
7453.341803356121
6654.803862150002
-812.1822238185923
delta
1782.0775347307508
322.85678979224485
